; Zeus eventmsg.zh-CN.txt (UTF-8)
;REASON PHRASES FOR AUTOMATICALLY TRIGGERED EVENTS

	;Provocation (HIGH BENEVOLENCE/HOSTILITY)
PHRASE_really_benevolent		"由于[leader_name]真的非常喜欢你，"
PHRASE_hades_quest2_fulfilled_no_reason	  			"N/A"
PHRASE_hades_quest2_fulfilled_reason	  			"由于[hero_needed]偷到了仙馔蜜酒，"

PHRASE_CONDENSED_hades_quest2_fulfilled_title 					"n/a"
PHRASE_CONDENSED_hades_quest2_fulfilled_initial_announcement 	"太好了！冥界所有灵魂都向你祝贺！"
PHRASE_CONDENSED_hades_quest2_fulfilled_reason	  			"由于你偷到了仙馔蜜酒，"
PHRASE_CONDENSED_hades_quest2_fulfilled_no_reason	  			"N/A"

;********Demeter quest2 fulfilled**********
PHRASE_demeter_quest2_fulfilled_title 					"[hero_needed]收割银色玉米！"
PHRASE_demeter_quest2_fulfilled_initial_announcement 	"我十分满意！你完成了我的任务！[hero_needed]仔细收割了好几份银色玉米。不久我就能拥有自己的银色田野。你现在可以建造一座纪念碑，纪念我，伟大的女神得墨忒耳！"
PHRASE_demeter_quest2_fulfilled_no_reason	  			"N/A"
PHRASE_demeter_quest2_fulfilled_reason	  			"由于[hero_needed]收割了银色玉米，"

PHRASE_CONDENSED_demeter_quest2_fulfilled_title 					"n/a"
PHRASE_CONDENSED_demeter_quest2_fulfilled_initial_announcement 	"我十分满意！你完成了我的任务！"
PHRASE_CONDENSED_demeter_quest2_fulfilled_reason	  			"由于你收割了银色玉米，"
PHRASE_CONDENSED_demeter_quest2_fulfilled_no_reason	  			"N/A"

;********Athena quest2 fulfilled**********
PHRASE_athena_quest2_fulfilled_title 					"[hero_needed]取回黄金缰绳！"
PHRASE_athena_quest2_fulfilled_initial_announcement 	"你真是智慧过人！你完成了我的任务！[hero_needed]已得到黄金缰绳，驯服那匹狂野神骏只是时间问题。为庆祝，你现在可以建造一座纪念碑，献给才华横溢、美丽动人的女神雅典娜。"
PHRASE_athena_quest2_fulfilled_no_reason	  			"N/A"
PHRASE_athena_quest2_fulfilled_reason	  			"由于[hero_needed]取得了雅典娜的黄金缰绳，"

PHRASE_CONDENSED_athena_quest2_fulfilled_title 					"n/a"
PHRASE_CONDENSED_athena_quest2_fulfilled_initial_announcement 	"你真是智慧过人！你完成了我的任务！"
PHRASE_CONDENSED_athena_quest2_fulfilled_reason	  			"由于你取得了黄金缰绳，"
PHRASE_CONDENSED_athena_quest2_fulfilled_no_reason	  			"N/A"

;********Apollo quest2 fulfilled**********
PHRASE_apollo_quest2_fulfilled_title 					"[hero_needed]取回盟约碑！"
PHRASE_apollo_quest2_fulfilled_initial_announcement 	"你的虔诚如阳光般温暖我！你完成了我的任务！[hero_needed]采到了有史以来最上乘的山铜，足以制成宏伟石碑。不久，《正义协音》的神圣文字将镌刻其上。等待期间，你可以建造一座纪念碑，纪念我，著名的阿波罗。"
PHRASE_apollo_quest2_fulfilled_no_reason	  			"N/A"
PHRASE_apollo_quest2_fulfilled_reason	  			"由于你派[hero_needed]取回了盟约碑，"

PHRASE_CONDENSED_apollo_quest2_fulfilled_title 					"n/a"
PHRASE_CONDENSED_apollo_quest2_fulfilled_initial_announcement 	"你的虔诚如阳光般温暖我！你完成了我的任务！"
PHRASE_CONDENSED_apollo_quest2_fulfilled_reason	  			"由于你取回了盟约碑，"
PHRASE_CONDENSED_apollo_quest2_fulfilled_no_reason	  			"N/A"

;********Artemis quest2 fulfilled**********
PHRASE_artemis_quest2_fulfilled_title 					"[hero_needed]围捕巨兽！"
PHRASE_artemis_quest2_fulfilled_initial_announcement 	"太感谢你了！你寻来了我想要的猎物！[hero_needed]帮我聚拢了所有特大水獭、豹猫、角马和其他奇兽，我们一路赶进了兽苑！现在你不必担心这些巨兽妨碍你的计划了。为好好感谢我，贞洁的猎手阿尔特弥斯，你现在可以建造一座纪念碑！"
PHRASE_artemis_quest2_fulfilled_no_reason	  			"N/A"
PHRASE_artemis_quest2_fulfilled_reason	  			"由于[hero_needed]帮阿尔特弥斯聚拢了巨兽，"

PHRASE_CONDENSED_artemis_quest2_fulfilled_title 					"n/a"
PHRASE_CONDENSED_artemis_quest2_fulfilled_initial_announcement 	"太感谢你了！你寻来了我想要的猎物！"
PHRASE_CONDENSED_artemis_quest2_fulfilled_reason	  			"由于你帮忙聚拢了巨兽，"
PHRASE_CONDENSED_artemis_quest2_fulfilled_no_reason	  			"N/A"

;********Ares quest2 fulfilled**********
PHRASE_ares_quest2_fulfilled_title 					"[hero_needed]取回缺失部件！"
PHRASE_ares_quest2_fulfilled_initial_announcement 	"我很荣幸称你为战友！你完成了我的任务！魔法石在手，我的终极武器不久即可完成。你的敌人绝不会知道是什么击中了他们！建造一座纪念碑，纪念我，阿瑞斯。"
PHRASE_ares_quest2_fulfilled_no_reason	  			"N/A"
PHRASE_ares_quest2_fulfilled_reason	  			"由于[hero_needed]找到了武器的缺失部件，"

PHRASE_CONDENSED_ares_quest2_fulfilled_title 					"n/a"
PHRASE_CONDENSED_ares_quest2_fulfilled_initial_announcement 	"我很荣幸称你为战友！你完成了我的任务！" 
PHRASE_CONDENSED_ares_quest2_fulfilled_reason	  			"由于你取回了缺失部件，"
PHRASE_CONDENSED_ares_quest2_fulfilled_no_reason	  			"N/A"

;********Hephaestus quest2 fulfilled**********
PHRASE_hephaestus_quest2_fulfilled_title 					"[hero_needed]破坏了武器！"
PHRASE_hephaestus_quest2_fulfilled_initial_announcement 	"你成功了，在诸神之中扬名！[hero_needed]依你的命令潜入亚特兰蒂斯，严重破坏了他们的秘密武器！亚特兰蒂斯人对这突如其来的变故震惊不已，正忙着评估损失。趁亚特兰蒂斯暂时虚弱，好好利用。为感谢我，赫淮斯托斯，的帮助，你现在可以建造一座纪念碑。"
PHRASE_hephaestus_quest2_fulfilled_no_reason	  			"N/A"
PHRASE_hephaestus_quest2_fulfilled_reason	  			"由于[hero_needed]应你的请求破坏了秘密武器，"

PHRASE_CONDENSED_hephaestus_quest2_fulfilled_title 					"n/a"
PHRASE_CONDENSED_hephaestus_quest2_fulfilled_initial_announcement 	"你成功了，在诸神之中扬名！"
PHRASE_CONDENSED_hephaestus_quest2_fulfilled_reason	  			"由于你破坏了武器，"
PHRASE_CONDENSED_hephaestus_quest2_fulfilled_no_reason	  			"N/A"

;********Aphrodite quest2 fulfilled**********
PHRASE_aphrodite_quest2_fulfilled_title 					"[hero_needed]找到青春之泉！"
PHRASE_aphrodite_quest2_fulfilled_initial_announcement 	"祝贺你，我可爱的小刺猬！你完成了我的任务！青春之泉比我想象的还要美妙。现在就算永生不灵，我也有永葆青春的备用办法。乖一点，替我向[hero_needed]千恩万谢！作为奖赏，你现在可以建造一座纪念碑，献给阿芙罗狄蒂。"
PHRASE_aphrodite_quest2_fulfilled_no_reason	  			"N/A"
PHRASE_aphrodite_quest2_fulfilled_reason	  			"由于[hero_needed]应你的请求找到了青春之泉，"

PHRASE_CONDENSED_aphrodite_quest2_fulfilled_title 					"n/a"
PHRASE_CONDENSED_aphrodite_quest2_fulfilled_initial_announcement 	"祝贺你，我可爱的小刺猬！你完成了我的任务！"
PHRASE_CONDENSED_aphrodite_quest2_fulfilled_reason	  			"由于你找到了青春之泉，"
PHRASE_CONDENSED_aphrodite_quest2_fulfilled_no_reason	  			"N/A"

;********Hermes quest2 fulfilled**********
PHRASE_hermes_quest2_fulfilled_title 					"[hero_needed]削弱了防御！"
PHRASE_hermes_quest2_fulfilled_initial_announcement 	"做得好！你完成了我的任务，我十分骄傲！在你的敦促和我的帮助下，[hero_needed]偷走了使亚特兰蒂斯防御坚不可摧的山铜！你出征时，别忘了赫耳墨斯为你所做的一切。为纪念这一时刻，也为纪念我，赫耳墨斯，你现在可以建造一座纪念碑。"
PHRASE_hermes_quest2_fulfilled_no_reason	  			"N/A"
PHRASE_hermes_quest2_fulfilled_reason	  			"由于[hero_needed]偷走山铜、削弱了防御，"

PHRASE_CONDENSED_hermes_quest2_fulfilled_title 					"n/a"
PHRASE_CONDENSED_hermes_quest2_fulfilled_initial_announcement 	"做得好！你完成了我的任务，我十分骄傲！"
PHRASE_CONDENSED_hermes_quest2_fulfilled_reason	  			"由于你削弱了防御，"
PHRASE_CONDENSED_hermes_quest2_fulfilled_no_reason	  			"N/A"

;********Dionysus quest2 fulfilled**********
PHRASE_dionysus_quest2_fulfilled_title 					"[hero_needed]趁醉重创敌军！"
PHRASE_dionysus_quest2_fulfilled_initial_announcement 	"我向你举杯，凡人。你完成了我的任务！亚特兰蒂斯人烂醉如泥时，[hero_needed]重创了城市防御。如今城市相当虚弱！为纪念我，伟大的神狄厄尼索斯，你现在可以建造一座纪念碑。"
PHRASE_dionysus_quest2_fulfilled_no_reason	  			"N/A"
PHRASE_dionysus_quest2_fulfilled_reason	  			"由于[hero_needed]应你的请求趁醉作乱，"

PHRASE_CONDENSED_dionysus_quest2_fulfilled_title 					"n/a"
PHRASE_CONDENSED_dionysus_quest2_fulfilled_initial_announcement 	"我向你举杯，凡人。你完成了我的任务！"
PHRASE_CONDENSED_dionysus_quest2_fulfilled_reason	  			"由于你趁醉作乱，"
PHRASE_CONDENSED_dionysus_quest2_fulfilled_no_reason	  			"N/A"

;********Hera quest2 fulfilled**********
PHRASE_hera_quest2_fulfilled_title 					"[hero_needed]引开宙斯！"
PHRASE_hera_quest2_fulfilled_initial_announcement 	"太好了！你完成了我的任务！宙斯见我与[hero_needed]在一起，妒火中烧！他仍留在奥林匹斯，咒骂[hero_needed]的名字，一时不会惦记希腊的事了。你可以自由向希腊人发射秘密武器。为纪念此刻，你现在可以建造一座纪念碑，献给赫拉。"
PHRASE_hera_quest2_fulfilled_no_reason	  			"N/A"
PHRASE_hera_quest2_fulfilled_reason	  			"由于[hero_needed]帮忙引开了宙斯的注意，"

PHRASE_CONDENSED_hera_quest2_fulfilled_title 					"n/a"
PHRASE_CONDENSED_hera_quest2_fulfilled_initial_announcement 	"太好了！你完成了我的任务！"
PHRASE_CONDENSED_hera_quest2_fulfilled_reason	  			"由于你引开了宙斯，"
PHRASE_CONDENSED_hera_quest2_fulfilled_no_reason	  			"N/A"

;********atlas quest2 fulfilled**********
PHRASE_atlas_quest2_fulfilled_title 					"[hero_needed]扛起阿特拉斯的重担！"
PHRASE_atlas_quest2_fulfilled_initial_announcement 	"我对你印象深刻，凡人！你完成了我的任务！说服[hero_needed]替我扛世界轻而易举。如今英雄被重量压弯了腰，我却自由了，可以来帮你！为纪念此刻，你现在可以建造一座纪念碑，纪念我，阿特拉斯。"
PHRASE_atlas_quest2_fulfilled_no_reason	  			"N/A"
PHRASE_atlas_quest2_fulfilled_reason	  			"由于[hero_needed]应你的请求为阿特拉斯卸下了重担，"

PHRASE_CONDENSED_atlas_quest2_fulfilled_title 					"n/a"
PHRASE_CONDENSED_atlas_quest2_fulfilled_initial_announcement 	"我对你印象深刻，凡人！你完成了我的任务！"
PHRASE_CONDENSED_atlas_quest2_fulfilled_reason	  			"由于你为阿特拉斯卸下了重担，"
PHRASE_CONDENSED_atlas_quest2_fulfilled_no_reason	  			"N/A"

;CITY HISTORY
;********************NON FAVOR-AFFECTING EVENTS***********************
PHRASE_hera_disaster_history					"遭受赫拉的怒火"
PHRASE_atlas_disaster_history						"遭受阿特拉斯的怒火"
PHRASE_hera_invasion_history					"赫拉诽谤了你"

;SANCTUARY CONSTRUCTION COMPLETE
;*******************Hera sanctuary complete		
PHRASE_hera_sanctuary_complete_title					"赫拉果园落成"
PHRASE_hera_sanctuary_complete_initial_announcement			"强大女神赫拉的圣所现已落成！壮丽的橙树林环绕圣所前方，果实正等待橙园管理员采摘。在赫拉注视下，更多橙子成熟，橙园管理员行会也更加高产。牛儿也感应女神降临，肉质更肥美。有赫拉庇佑，你不必害怕她丈夫宙斯的进攻！"
PHRASE_hera_sanctuary_complete_no_reason				"N/A"

PHRASE_CONDENSED_hera_sanctuary_complete_title				"n/a"
PHRASE_CONDENSED_hera_sanctuary_complete_initial_announcement		"赫拉果园落成。"
PHRASE_CONDENSED_hera_sanctuary_complete_no_reason			"N/A"

;*******************Poseidon sanctuary2 complete		
PHRASE_poseidon_sanctuary2_complete_title				"波塞东要塞落成"
PHRASE_poseidon_sanctuary2_complete_initial_announcement			"亚特兰蒂斯各地都在欢庆！波塞东要塞落成！亚特兰蒂斯伟大的海神将庇佑子民，赐予丰盛海产。海妖也将保卫城市！"
PHRASE_poseidon_sanctuary2_complete_no_reason				"N/A"

PHRASE_CONDENSED_poseidon_sanctuary2_complete_title			"n/a"
PHRASE_CONDENSED_poseidon_sanctuary2_complete_initial_announcement	"波塞东要塞落成。"
PHRASE_CONDENSED_poseidon_sanctuary2_complete_no_reason			"N/A"

;*******************Atlas sanctuary complete		
PHRASE_atlas_sanctuary_complete_title					"阿特拉斯巨柱落成"
PHRASE_atlas_sanctuary_complete_initial_announcement			"波塞东之子阿特拉斯的圣所落成！这位伟大的泰坦将帮助石匠雕琢大理石，并照看工匠！"
PHRASE_atlas_sanctuary_complete_no_reason				"N/A"
	
PHRASE_CONDENSED_atlas_sanctuary_complete_title				"n/a"
PHRASE_CONDENSED_atlas_sanctuary_complete_initial_announcement		"阿特拉斯巨柱落成。"
PHRASE_CONDENSED_atlas_sanctuary_complete_no_reason			"N/A"

;MYTHOLOGY

;GOD UNLEASHES MONSTER
;********Hera unleashes monster****************************************
PHRASE_hera_unleashes_monster_title 					"赫拉放出斯芬克斯！"
PHRASE_hera_unleashes_monster_oracle_prediction		"你最好做好准备，[player_name]。赫拉决定派出斯芬克斯进攻你的城市[reason_phrase]，这狡猾怪兽的狂怒会给你带来巨大痛苦。一年之内，斯芬克斯就会到来！"
PHRASE_hera_unleashes_monster_city_attacked_alert  	"笑话开在你头上，愚蠢的凡人！看你能否解决斯芬克斯给你带来的麻烦！她[reason_phrase]什么都肯为我做！"
PHRASE_hera_unleashes_monster_reason  	 	 		"为了对付赫拉放出的斯芬克斯，"
PHRASE_hera_unleashes_monster_no_reason	  	 		"阻挠你"
PHRASE_hera_unleashes_monster_disembarked_alert  	    "n/a"

PHRASE_CONDENSED_hera_unleashes_monster_title 					"n/a"
PHRASE_CONDENSED_hera_unleashes_monster_oracle_prediction		"先知们预见到赫拉的斯芬克斯将在一年内进攻。"
PHRASE_CONDENSED_hera_unleashes_monster_city_attacked_alert  	"笑话开在你头上，愚蠢的凡人！看你能否解决斯芬克斯给你带来的麻烦！"
PHRASE_CONDENSED_hera_unleashes_monster_reason  	 	 		"对付赫拉的斯芬克斯，"
PHRASE_CONDENSED_hera_unleashes_monster_no_reason  	 		""
PHRASE_CONDENSED_hera_unleashes_monster_disembarked_alert  	    "n/a"

;********Atlas unleashes monster****************************************
PHRASE_atlas_unleashes_monster_title 					"阿特拉斯放出喀迈拉！"
PHRASE_atlas_unleashes_monster_oracle_prediction		"你的未来一片黯淡，[player_name]。我，神谕所的女祭司，看见愤怒的阿特拉斯将派出丑陋的怪兽喀迈拉进攻你的城市[reason_phrase]。这头狮首、羊身、龙尾的凶兽将在一年之内被派到你这里！"
PHRASE_atlas_unleashes_monster_city_attacked_alert  	"看你能否扛住凶悍的喀迈拉！我想不出比这更好的家伙[reason_phrase]！好好享受吧，凡人！"
PHRASE_atlas_unleashes_monster_reason  	 	 		"为了对付阿特拉斯放出的喀迈拉，"
PHRASE_atlas_unleashes_monster_no_reason	  	 		"给你一点教训"
PHRASE_atlas_unleashes_monster_disembarked_alert  	    "n/a"

PHRASE_CONDENSED_atlas_unleashes_monster_title 					"n/a"
PHRASE_CONDENSED_atlas_unleashes_monster_oracle_prediction		"先知们预见到阿特拉斯的喀迈拉将在一年内进攻。"
PHRASE_CONDENSED_atlas_unleashes_monster_city_attacked_alert  	"看你能否扛住凶悍的喀迈拉！"
PHRASE_CONDENSED_atlas_unleashes_monster_reason  	 	 		"对付喀迈拉，"
PHRASE_CONDENSED_atlas_unleashes_monster_no_reason  	 		""
PHRASE_CONDENSED_atlas_unleashes_monster_disembarked_alert  	    "n/a"

;MONSTER IN CITY EVENTS
;*******echidna*******************
PHRASE_echidna_in_city_title						"厄喀德那在城中"
PHRASE_echidna_in_city_initial_announcement       "你有麻烦了，[player_name]。厄喀德那来到你的城市，一心要让你受苦！"
PHRASE_echidna_in_city_initial_reason             "对付厄喀德那，"

PHRASE_CONDENSED_echidna_in_city_title						"n/a"
PHRASE_CONDENSED_echidna_in_city_initial_reason             "对付厄喀德那，"
PHRASE_CONDENSED_echidna_in_city_initial_announcement       "厄喀德那在城中！" 

PHRASE_echidna_slain_title						"厄喀德那被击杀"
PHRASE_echidna_slain_initial_announcement       "巨兽厄喀德那已被击杀！该庆祝了！"
